id,created_by,created_on,deleted,modified_by,modified_on,latitude,longitude,name,postal_code,admin_area_subdivision_major,admin_area_subdivision_middle,admin_area_subdivision_minor,geo_area
40,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75043 CEDEX 01,1,1,1,NULL
41,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75044 CEDEX 01,1,1,1,NULL
42,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75045 CEDEX 01,1,1,1,NULL
43,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75046 CEDEX 01,1,1,1,NULL
44,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75047 CEDEX 01,1,1,1,NULL
45,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75048 CEDEX 01,1,1,1,NULL
46,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75049 CEDEX 01,1,1,1,NULL
47,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75051 CEDEX 01,1,1,1,NULL
48,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75052 CEDEX 01,1,1,1,NULL
49,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75053 CEDEX 01,1,1,1,NULL
50,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75054 CEDEX 01,1,1,1,NULL
51,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75055 CEDEX 01,1,1,1,NULL
52,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75056 CEDEX 01,1,1,1,NULL
53,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75058 CEDEX 01,1,1,1,NULL
54,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8592,2.3417,Paris 01,75059 CEDEX 01,1,1,1,NULL
55,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75060 CEDEX 02,1,1,1,NULL
56,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75061 CEDEX 02,1,1,1,NULL
57,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75062 CEDEX 02,1,1,1,NULL
58,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75063 CEDEX 02,1,1,1,NULL
59,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75064 CEDEX 02,1,1,1,NULL
60,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75065 CEDEX 02,1,1,1,NULL
61,Landry Soules,2018-01-23 15:05:18,,Landry Soules,2018-01-23 15:05:18,48.8655,2.3426,Paris 02,75066 CEDEX 02,1,1,1,NULL
62,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75067 CEDEX 02,1,1,1,NULL
63,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75068 CEDEX 02,1,1,1,NULL
64,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75069 CEDEX 02,1,1,1,NULL
65,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75072 CEDEX 02,1,1,1,NULL
66,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75073 CEDEX 02,1,1,1,NULL
67,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75074 CEDEX 02,1,1,1,NULL
68,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75075 CEDEX 02,1,1,1,NULL
69,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75076 CEDEX 02,1,1,1,NULL
70,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75077 CEDEX 02,1,1,1,NULL
71,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75078 CEDEX 02,1,1,1,NULL
72,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75079 CEDEX 02,1,1,1,NULL
73,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75080 CEDEX 02,1,1,1,NULL
74,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75081 CEDEX 02,1,1,1,NULL
75,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75082 CEDEX 02,1,1,1,NULL
76,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75083 CEDEX 02,1,1,1,NULL
77,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75084 CEDEX 02,1,1,1,NULL
78,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75085 CEDEX 02,1,1,1,NULL
79,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75086 CEDEX 02,1,1,1,NULL
80,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75087 CEDEX 02,1,1,1,NULL
81,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75088 CEDEX 02,1,1,1,NULL
82,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75089 CEDEX 02,1,1,1,NULL
83,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75090 CEDEX 02,1,1,1,NULL
84,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75092 CEDEX 02,1,1,1,NULL
85,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75093 CEDEX 02,1,1,1,NULL
86,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75094 CEDEX 02,1,1,1,NULL
87,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75095 CEDEX 02,1,1,1,NULL
88,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75096 CEDEX 02,1,1,1,NULL
89,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75097 CEDEX 02,1,1,1,NULL
90,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8592,2.3417,Paris 01,75100 CEDEX 01,1,1,1,NULL
91,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75101 CEDEX 02,1,1,1,NULL
92,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75102 CEDEX 02,1,1,1,NULL
93,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75103 CEDEX 02,1,1,1,NULL
94,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75104 CEDEX 02,1,1,1,NULL
95,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75105 CEDEX 02,1,1,1,NULL
96,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75106 CEDEX 02,1,1,1,NULL
97,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75107 CEDEX 02,1,1,1,NULL
98,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75108 CEDEX 02,1,1,1,NULL
99,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75109 CEDEX 02,1,1,1,NULL
100,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75110 CEDEX 02,1,1,1,NULL
101,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75111 CEDEX 02,1,1,1,NULL
102,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75112 CEDEX 02,1,1,1,NULL
103,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75113 CEDEX 02,1,1,1,NULL
104,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8763,2.3183,Paris 08,75114 CEDEX 08,1,1,1,NULL
105,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8412,2.3003,Paris 15,75115 CEDEX 15,1,1,1,NULL
106,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.2769,Paris 16,75116,1,1,1,NULL
107,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75118 CEDEX 02,1,1,1,NULL
108,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75119 CEDEX 02,1,1,1,NULL
109,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8655,2.3426,Paris 02,75120 CEDEX 02,1,1,1,NULL
110,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75122 CEDEX 03,1,1,1,NULL
111,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75123 CEDEX 03,1,1,1,NULL
112,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75124 CEDEX 03,1,1,1,NULL
113,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75125 CEDEX 11,1,1,1,NULL
114,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75126 CEDEX 11,1,1,1,NULL
115,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75127 CEDEX 11,1,1,1,NULL
116,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75128 CEDEX 11,1,1,1,NULL
117,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75129 CEDEX 11,1,1,1,NULL
118,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75130 CEDEX 11,1,1,1,NULL
119,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8412,2.3876,Paris 12,75131 CEDEX 12,1,1,1,NULL
120,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8574,2.3795,Paris 11,75134 CEDEX 11,1,1,1,NULL
121,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8565,2.321,Paris 07,75138 CEDEX 07,1,1,1,NULL
122,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75139 CEDEX 03,1,1,1,NULL
123,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75140 CEDEX 03,1,1,1,NULL
124,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75141 CEDEX 03,1,1,1,NULL
125,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8637,2.3615,Paris 03,75142 CEDEX 03,1,1,1,NULL
126,Landry Soules,2018-01-23 15:05:19,,Landry Soules,2018-01-23 15:05:19,48.8817,2.3822,Paris 19,75144 CEDEX 19,1,1,1,NULL
127,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75150 CEDEX 03,1,1,1,NULL
128,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75151 CEDEX 03,1,1,1,NULL
129,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75152 CEDEX 03,1,1,1,NULL
130,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75153 CEDEX 03,1,1,1,NULL
131,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75154 CEDEX 03,1,1,1,NULL
132,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75155 CEDEX 03,1,1,1,NULL
133,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75156 CEDEX 03,1,1,1,NULL
134,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.3615,Paris 03,75157 CEDEX 03,1,1,1,NULL
135,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8331,2.3264,Paris 14,75158 CEDEX 14,1,1,1,NULL
136,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8331,2.3264,Paris 14,75159 CEDEX 14,1,1,1,NULL
137,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75161 CEDEX 04,1,1,1,NULL
138,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75162 CEDEX 04,1,1,1,NULL
139,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75163 CEDEX 04,1,1,1,NULL
140,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75164 CEDEX 19,1,1,1,NULL
141,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75165 CEDEX 19,1,1,1,NULL
142,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75166 CEDEX 19,1,1,1,NULL
143,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75167 CEDEX 19,1,1,1,NULL
144,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75168 CEDEX 19,1,1,1,NULL
145,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75169 CEDEX 19,1,1,1,NULL
146,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75170 CEDEX 19,1,1,1,NULL
147,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8817,2.3822,Paris 19,75171 CEDEX 19,1,1,1,NULL
148,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8835,2.3219,Paris 17,75172 CEDEX 17,1,1,1,NULL
149,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8835,2.3219,Paris 17,75174 CEDEX 17,1,1,1,NULL
150,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8835,2.3219,Paris 17,75176 CEDEX 17,1,1,1,NULL
151,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8835,2.3219,Paris 17,75177 CEDEX 17,1,1,1,NULL
152,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75179 CEDEX 16,1,1,1,NULL
153,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75180 CEDEX 04,1,1,1,NULL
154,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75181 CEDEX 04,1,1,1,NULL
155,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75182 CEDEX 04,1,1,1,NULL
156,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75184 CEDEX 04,1,1,1,NULL
157,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75186 CEDEX 04,1,1,1,NULL
158,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75188 CEDEX 04,1,1,1,NULL
159,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75189 CEDEX 04,1,1,1,NULL
160,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75191 CEDEX 04,1,1,1,NULL
161,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75192 CEDEX 04,1,1,1,NULL
162,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75194 CEDEX 04,1,1,1,NULL
163,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75195 CEDEX 04,1,1,1,NULL
164,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75196 CEDEX 04,1,1,1,NULL
165,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75197 CEDEX 04,1,1,1,NULL
166,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8601,2.3507,Paris 04,75198 CEDEX 04,1,1,1,NULL
167,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8322,2.3561,Paris 13,75201 CEDEX 13,1,1,1,NULL
168,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75202 CEDEX 16,1,1,1,NULL
169,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75203 CEDEX 16,1,1,1,NULL
170,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8322,2.3561,Paris 13,75204 CEDEX 13,1,1,1,NULL
171,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8322,2.3561,Paris 13,75205 CEDEX 13,1,1,1,NULL
172,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8322,2.3561,Paris 13,75206 CEDEX 13,1,1,1,NULL
173,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75207 CEDEX 16,1,1,1,NULL
174,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75208 CEDEX 16,1,1,1,NULL
175,Landry Soules,2018-01-23 15:05:20,,Landry Soules,2018-01-23 15:05:20,48.8637,2.2769,Paris 16,75209 CEDEX 16,1,1,1,NULL
